,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
1361,0,0,1,0,36.33698630136986,14.435616438356163,1,0,0,0,2.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1364,0,1,1,0,32.93698630136986,4.586301369863014,1,0,0,1,2.0,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1366,0,1,1,0,32.93698630136986,4.586301369863014,1,0,0,1,2.0,True,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1368,0,1,0,0,33.2,6.336986301369863,1,1,1,1,2.0,False,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1371,1,0,1,0,55.9013698630137,4.756164383561644,1,0,1,0,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1373,1,0,1,1,30.64383561643836,3.8493150684931514,1,0,0,1,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1374,0,1,1,1,32.21643835616438,0.2493150684931507,1,0,0,0,3.0,False,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1377,0,0,1,0,49.23835616438356,5.252054794520548,1,1,1,0,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1378,1,0,1,0,60.43835616438356,-1000.6657534246576,1,0,1,0,1.0,False,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1381,1,0,1,0,37.83561643835616,3.43013698630137,1,0,1,0,1.0,False,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1383,0,1,1,0,27.019178082191782,5.849315068493151,1,1,0,0,1.0,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1384,0,0,1,0,63.79726027397261,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1385,1,0,1,0,56.88493150684931,-1000.6657534246576,1,0,1,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1386,0,1,1,0,38.53150684931507,14.591780821917808,1,0,0,0,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1389,0,0,1,0,64.12602739726027,7.16986301369863,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1395,0,1,1,2,41.64931506849315,1.8465753424657532,1,0,0,0,4.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1398,0,1,0,3,41.81369863013698,4.586301369863014,1,0,0,0,5.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1400,1,0,1,0,58.32602739726028,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1404,1,0,1,0,26.824657534246576,3.682191780821918,1,0,0,1,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1408,1,0,0,1,29.58904109589041,8.673972602739726,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1419,1,0,1,2,37.93698630136986,1.0027397260273974,1,0,1,0,4.0,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1421,1,1,1,0,62.915068493150685,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1424,0,1,1,1,35.964383561643835,3.504109589041096,1,0,0,0,2.0,False,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
1427,1,0,0,0,33.88767123287671,0.5123287671232877,1,0,0,0,1.0,False,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1428,1,1,1,0,32.87123287671233,4.101369863013699,1,0,0,0,1.0,False,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
1440,1,0,1,1,32.602739726027394,2.0027397260273974,1,0,0,1,3.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1442,0,1,1,0,47.293150684931504,4.4301369863013695,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1451,0,0,1,0,34.23013698630137,2.6794520547945204,1,0,0,0,1.0,False,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1457,1,0,1,0,51.78630136986301,23.695890410958903,1,0,0,0,2.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1460,1,1,1,0,45.52328767123288,15.931506849315069,1,0,0,0,1.0,False,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
1462,1,1,1,2,38.63013698630137,9.926027397260274,1,0,0,0,4.0,False,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1468,0,1,1,1,44.6958904109589,2.416438356164384,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1477,1,0,1,0,52.85479452054795,3.756164383561644,1,0,0,1,2.0,False,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1478,1,0,1,1,29.493150684931507,6.016438356164383,1,0,0,1,3.0,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1484,0,0,0,0,43.156164383561645,7.589041095890411,1,0,0,0,2.0,False,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1488,1,0,1,0,33.41095890410959,7.101369863013699,1,0,1,0,1.0,False,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
1495,0,1,1,2,34.56164383561644,3.1671232876712327,1,0,0,0,4.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1497,0,0,0,1,31.895890410958906,0.6794520547945205,1,1,1,0,3.0,False,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1498,1,1,0,0,38.61917808219178,3.682191780821918,1,0,1,1,1.0,False,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1503,0,1,1,0,50.11780821917808,1.4273972602739726,1,1,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1507,1,0,0,0,41.16438356164384,0.5835616438356165,1,0,0,1,1.0,False,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1508,0,0,1,0,52.23287671232877,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1511,1,1,1,0,51.69315068493151,32.75068493150685,1,0,1,0,2.0,False,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1519,1,0,1,0,66.6054794520548,-1000.6657534246576,1,0,1,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1520,1,0,1,0,63.032876712328765,31.75068493150685,1,1,1,0,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1524,1,0,0,0,37.75068493150685,5.145205479452055,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1525,1,0,1,0,65.2027397260274,-1000.6657534246576,1,0,0,0,1.0,False,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1526,0,1,0,0,31.34246575342466,6.7315068493150685,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1527,1,0,1,0,46.2958904109589,15.402739726027397,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1528,1,0,0,0,57.07671232876712,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1532,1,0,1,0,58.04657534246575,-1000.6657534246576,1,0,0,0,1.0,False,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1535,0,0,1,0,51.2054794520548,13.736986301369862,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1537,1,0,1,0,41.33698630136986,5.7315068493150685,1,0,1,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1539,1,0,0,0,57.397260273972606,-1000.6657534246576,1,0,0,0,1.0,False,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1540,1,0,1,3,35.81643835616438,12.4,1,1,1,0,5.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1541,1,0,1,0,58.01917808219178,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1544,0,1,1,1,30.9013698630137,1.3917808219178085,1,0,0,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1546,1,0,1,0,46.04383561643836,7.315068493150685,1,0,0,0,1.0,False,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1547,1,0,1,2,37.78630136986301,1.1424657534246576,1,0,0,0,4.0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1548,1,0,1,0,64.05205479452054,-1000.6657534246576,1,0,1,0,2.0,False,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1553,1,1,0,1,32.07945205479452,13.652054794520549,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1557,1,0,0,0,46.21369863013699,11.4,1,0,0,0,1.0,False,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1560,1,0,1,0,59.91232876712328,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1561,0,1,1,1,41.52328767123288,4.646575342465753,1,1,0,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1564,0,0,1,0,27.76986301369863,1.476712328767123,1,1,1,0,2.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1569,1,0,1,0,66.21095890410959,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1570,1,0,1,0,51.57808219178082,27.991780821917807,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1571,1,0,1,1,33.66575342465753,4.47945205479452,1,0,0,1,3.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1572,1,0,0,0,57.9041095890411,-1000.6657534246576,1,0,0,0,1.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1576,0,0,1,1,31.232876712328768,4.145205479452055,1,0,0,0,3.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1578,1,0,0,0,37.41917808219178,17.487671232876714,1,1,1,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1581,1,0,1,0,59.68767123287671,-1000.6657534246576,1,0,1,0,1.0,False,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1582,1,0,0,0,64.0027397260274,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1583,1,0,1,1,41.31780821917808,5.646575342465753,1,0,1,0,3.0,False,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1584,1,0,1,1,48.5972602739726,12.904109589041097,1,1,1,0,3.0,False,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1587,1,0,0,0,58.26849315068493,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1588,0,1,1,0,47.21917808219178,7.397260273972603,1,0,1,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1591,1,1,1,1,31.572602739726022,4.47945205479452,1,0,1,1,3.0,False,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1592,0,1,1,2,43.26027397260274,5.312328767123288,1,0,0,0,4.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1593,1,0,0,1,39.55616438356165,0.6438356164383562,1,0,0,0,3.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1596,0,1,1,0,45.78630136986301,6.145205479452055,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1598,1,0,0,0,56.81369863013698,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1599,1,0,1,0,67.47671232876712,-1000.6657534246576,1,0,0,0,1.0,False,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1601,1,1,1,0,30.69041095890411,3.4794520547945207,1,1,0,0,1.0,False,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1602,0,1,1,2,35.608219178082194,14.983561643835616,1,0,0,0,4.0,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1609,1,0,1,0,53.55890410958904,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1611,0,0,1,0,55.98082191780822,6.564383561643836,1,0,0,0,1.0,False,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1612,0,1,1,0,58.08767123287672,4.646575342465753,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1616,0,0,1,0,24.46301369863014,2.8109589041095893,1,0,0,0,2.0,False,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1617,1,1,1,0,45.75616438356165,6.7315068493150685,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1619,1,0,1,0,42.78082191780822,8.901369863013699,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1620,1,0,1,1,42.78356164383562,2.8958904109589043,1,1,0,0,3.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1622,1,1,1,1,32.62739726027397,9.734246575342466,1,0,0,1,3.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1624,0,1,0,1,28.77260273972603,5.145205479452055,1,0,0,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1632,0,1,1,2,33.68767123287671,11.81917808219178,1,0,0,0,4.0,True,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1633,0,0,1,2,66.51506849315068,-1000.6657534246576,1,0,0,0,4.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1635,1,0,1,0,46.33150684931507,11.652054794520549,1,0,0,1,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1637,0,1,1,0,50.23835616438356,5.06027397260274,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1642,0,0,1,0,29.613698630136987,6.394520547945206,1,1,0,0,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1648,1,0,1,0,59.156164383561645,-1000.6657534246576,1,0,1,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1649,1,0,1,2,46.586301369863016,3.06027397260274,1,1,0,0,4.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1651,1,0,1,0,58.583561643835615,-1000.6657534246576,1,0,1,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1656,0,1,1,2,37.08493150684932,5.7315068493150685,1,0,0,0,4.0,False,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1657,1,0,1,0,59.391780821917806,3.3945205479452056,1,0,0,0,1.0,False,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1663,1,0,1,0,59.293150684931504,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1665,1,1,1,1,45.21369863013699,7.315068493150685,1,0,1,0,3.0,False,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1671,0,0,1,3,39.00821917808219,10.734246575342466,1,0,0,0,5.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1673,1,0,1,0,63.13424657534247,-1000.6657534246576,1,0,1,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1677,1,0,1,0,62.273972602739725,36.75342465753425,1,1,1,0,1.0,False,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
1682,1,0,1,0,56.32876712328767,1.810958904109589,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1685,1,1,1,0,57.56712328767123,-1000.6657534246576,1,0,0,0,1.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1690,1,0,0,0,56.78082191780822,5.06027397260274,1,0,0,1,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1692,1,0,1,1,43.64657534246575,12.065753424657537,1,1,1,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1695,1,0,1,0,49.89041095890411,17.068493150684933,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1696,0,1,1,0,56.41643835616439,17.068493150684933,1,1,1,1,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1699,1,0,1,1,31.43013698630137,2.8109589041095893,1,0,0,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1700,1,0,0,1,46.07397260273972,12.652054794520549,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1702,1,0,1,0,54.45479452054794,16.068493150684933,1,0,0,0,1.0,False,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1705,0,1,1,1,43.8986301369863,2.643835616438356,1,0,1,0,3.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1709,0,1,1,0,42.50958904109589,3.564383561643836,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1711,1,0,1,0,38.136986301369866,2.4767123287671238,1,0,0,0,1.0,True,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1713,1,0,1,0,59.915068493150685,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1714,1,0,1,0,43.68493150684932,10.063013698630137,1,1,1,0,2.0,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1716,0,1,1,0,59.45205479452055,6.646575342465753,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1719,1,0,0,0,33.58082191780822,5.394520547945206,1,0,0,0,1.0,False,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1720,1,0,1,0,48.71780821917808,27.328767123287676,1,0,0,0,1.0,False,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1723,0,1,1,3,33.76164383561644,3.06027397260274,1,0,1,0,5.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1724,1,0,1,0,61.71780821917808,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1726,0,0,0,0,39.35342465753425,17.4027397260274,1,0,0,0,1.0,False,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1731,0,0,1,0,63.16438356164384,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1732,1,1,1,0,47.21917808219178,1.1424657534246576,1,0,0,0,2.0,False,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1733,1,0,1,0,55.67945205479453,4.7315068493150685,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1734,1,0,0,0,34.31506849315068,0.3917808219178082,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1736,0,1,1,0,48.17808219178082,0.6438356164383562,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1739,1,0,1,2,29.605479452054794,1.9726027397260275,1,0,0,0,4.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1742,1,0,0,2,37.81643835616438,8.901369863013699,1,0,1,0,4.0,False,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1743,1,0,1,0,36.35616438356164,0.6438356164383562,1,1,1,1,1.0,False,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1747,0,0,1,1,33.62191780821918,6.06027397260274,1,1,0,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1749,0,1,0,2,40.48219178082192,6.06027397260274,1,0,0,0,4.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1750,0,1,0,2,40.48219178082192,6.06027397260274,1,0,0,0,4.0,True,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1754,1,0,0,0,28.024657534246572,3.3123287671232875,1,0,0,0,1.0,False,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1757,0,0,1,2,38.97534246575343,2.8109589041095893,1,1,1,0,4.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1762,1,0,1,0,44.586301369863016,4.145205479452055,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1764,1,1,1,0,32.153424657534245,4.975342465753425,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1766,1,0,1,1,30.367123287671237,2.9753424657534246,1,1,1,0,3.0,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1767,0,1,1,0,56.56438356164384,11.065753424657537,1,0,1,0,2.0,False,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1768,1,0,1,0,41.1945205479452,9.147945205479452,1,0,0,0,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1770,1,0,1,0,33.38356164383562,12.904109589041097,1,1,1,0,2.0,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1771,1,0,1,0,48.583561643835615,15.402739726027397,1,0,1,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1778,1,1,1,0,60.484931506849314,-1000.6657534246576,1,0,1,0,2.0,False,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1780,0,1,0,1,28.112328767123287,0.6438356164383562,1,0,1,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1782,1,1,1,0,41.84657534246576,3.898630136986301,1,0,0,1,2.0,False,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1783,1,0,1,0,51.98630136986301,2.0575342465753423,1,1,1,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1789,0,1,0,0,31.38082191780822,4.394520547945206,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1791,1,1,1,0,62.989041095890414,-1000.6657534246576,1,0,0,0,1.0,False,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1797,1,0,1,0,60.54520547945206,-1000.6657534246576,1,0,1,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1798,0,0,1,0,67.78630136986301,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1799,0,1,0,0,35.967123287671235,3.813698630136986,1,0,0,0,2.0,False,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1802,0,0,1,0,52.27945205479452,1.0328767123287672,1,0,0,0,2.0,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1803,1,0,1,1,38.23561643835617,14.873972602739729,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1804,0,1,0,0,51.77534246575343,3.621917808219178,1,0,0,0,2.0,False,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1805,1,1,1,1,46.58082191780822,2.2,1,1,1,0,3.0,False,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1806,0,1,1,0,41.61917808219178,4.789041095890411,1,1,1,0,2.0,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1807,1,1,1,0,39.69041095890411,6.953424657534247,1,0,0,0,2.0,False,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1808,1,0,1,0,46.635616438356166,28.386301369863013,1,0,1,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1809,1,0,1,0,51.95616438356164,3.950684931506849,1,0,1,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1810,0,0,0,1,38.06027397260274,5.284931506849315,1,0,0,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1811,1,1,0,0,54.24931506849315,2.9506849315068493,1,0,1,0,2.0,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1812,1,0,1,0,54.02191780821918,2.5342465753424657,1,1,0,0,1.0,False,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1813,1,0,1,1,47.38904109589041,9.53972602739726,1,0,1,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1814,1,1,1,0,54.07397260273972,14.68219178082192,1,0,0,0,2.0,False,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1816,1,0,1,0,49.8054794520548,7.597260273972603,1,0,1,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1821,1,0,1,0,51.9041095890411,4.594520547945206,1,1,0,0,1.0,False,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1824,1,0,1,0,62.97260273972603,-1000.6657534246576,1,0,1,0,2.0,False,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1827,1,0,0,0,58.53424657534247,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1829,1,0,1,0,46.945205479452056,0.2547945205479452,1,1,1,0,1.0,False,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1830,1,0,1,2,33.31506849315068,1.2547945205479452,1,0,0,0,4.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1832,1,0,0,1,50.16164383561644,-1000.6657534246576,1,0,0,0,3.0,True,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1834,1,0,1,0,62.07397260273972,-1000.6657534246576,1,0,1,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1840,0,1,0,1,44.30958904109589,7.841095890410959,1,0,0,0,3.0,False,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1844,0,1,1,1,47.66575342465753,1.2547945205479452,1,0,0,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
